timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,-0.0237326096638649,9.97723898974352,1.1428870103406,0.000183370723136142
35,NaN,0.112328852072631,NaN,NaN
70,NaN,0.0209408279412423,NaN,NaN
100,NaN,-0.0085059221853306,NaN,NaN
150,NaN,0.0346234408098434,NaN,NaN
200,NaN,0.00702842882620015,NaN,NaN
250,NaN,0.00151998422796451,NaN,NaN
300,NaN,0.0148945431439719,9.81271492343318,NaN
350,0.0407707234784313,NaN,NaN,NaN
400,NaN,0.0646701197648284,NaN,NaN
450,NaN,NaN,NaN,0.00386516066644651
600,NaN,NaN,9.32169537691027,NaN
750,0.17557731126001,NaN,NaN,NaN
900,NaN,NaN,NaN,0.00335387580412186
950,NaN,NaN,8.45705168822144,NaN
1000,0.304041754914761,NaN,NaN,NaN
1500,0.556327906960693,NaN,9.46439648466414,0.00297716079829221
2000,0.687340579925224,NaN,8.46736070984452,0.00274189690924128
2500,0.72557571870162,NaN,7.95388871153385,0.00279901726097726
3000,0.748095719076392,NaN,8.30539759399895,0.00275754644656046
3500,NaN,NaN,7.73646342255937,NaN
4000,0.746437269118931,NaN,8.16650395687482,0.00238081286680584
4500,NaN,NaN,8.64872730162861,0.0022508979616796
5000,0.800308044969081,NaN,NaN,NaN
5500,NaN,NaN,6.26989946883696,0.0019031695799923
6000,0.759385417197417,NaN,NaN,NaN
6500,NaN,NaN,6.82976431706205,NaN
7000,0.778695260163889,NaN,NaN,0.00157838163358809
7500,NaN,NaN,5.01050030897075,NaN
8000,NaN,NaN,NaN,0.00151728258119883
8500,0.790200885883757,NaN,5.72353680541854,NaN
