timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0176822554374227,9.2331955177838,-0.401138664939135,0.0239489543299869
95,0.0387552870988248,NaN,NaN,NaN
150,NaN,9.44287932637724,NaN,NaN
200,0.0614230822252075,NaN,NaN,NaN
250,NaN,NaN,0.356761174180799,NaN
300,0.109462393113144,9.48613173673389,NaN,NaN
400,0.151175952654777,NaN,NaN,NaN
450,NaN,NaN,NaN,0.00520338567138771
500,NaN,8.26485024187683,NaN,NaN
550,0.239686929748144,NaN,2.76837251070324,NaN
700,0.325093296060596,6.15014236720941,NaN,NaN
850,NaN,NaN,5.32343163901531,NaN
900,0.367450781835704,4.62595851149499,NaN,0.118312855745948
1000,NaN,4.11675505195861,6.37111295559157,NaN
1500,NaN,0.90306518434379,7.23076073676252,0.356963736902088
2000,NaN,NaN,7.7732012328265,0.383889113814001
2500,NaN,NaN,6.98675790477423,0.356603315685193
3000,NaN,NaN,5.89402600429188,0.320611276081379
4000,NaN,NaN,5.50197887938451,0.232425408097311
4500,NaN,NaN,4.79668694273616,0.177830169651639
5500,NaN,NaN,4.22843034164268,NaN
6000,NaN,NaN,4.2265855354945,0.123749021614643
7000,NaN,NaN,NaN,0.0848653836333165
8500,NaN,NaN,NaN,0.0785155864303818
