timepoint,Bac_Obs,Glu_Obs,cGlu_Obs,Ind_Obs
0,0.0208533348315943,9.87352332808412,0.105222143295864,0.0156494327426354
150,0.0589243737093191,NaN,NaN,NaN
250,0.0610632890620395,NaN,NaN,NaN
350,NaN,9.15067493302496,NaN,NaN
400,0.0960456579938305,NaN,1.14421959045456,NaN
450,NaN,NaN,NaN,0.00190946523192014
550,0.158880427857739,NaN,NaN,NaN
650,NaN,7.22724526762914,NaN,NaN
750,0.244265671127975,NaN,NaN,NaN
800,NaN,NaN,3.56207982166754,NaN
850,NaN,NaN,NaN,0.0606405006750921
950,0.281319201483446,NaN,NaN,NaN
1000,0.300268128686532,4.5739714090718,5.04144023457306,NaN
1500,0.350482704246323,1.78888541307729,7.35109026393321,0.288493535938119
2000,0.347025474786283,0.914574770004204,7.3000113531693,0.395083190796867
2500,0.345122390865822,0.426068239603898,7.1649059980325,0.372115324723691
3000,NaN,0.119270310251653,NaN,0.312547223523716
3500,NaN,-0.0390079940249382,5.55402975154391,NaN
4000,NaN,-0.0621266525592472,5.47502880250844,0.227318880133496
4500,NaN,NaN,NaN,0.18712410922613
5000,NaN,-0.0170989433212262,4.94954997355345,NaN
5500,NaN,NaN,NaN,0.126456203395909
6000,NaN,0.0606389000562512,4.30593487854412,NaN
7000,NaN,NaN,3.65529040970455,0.099543619010377
8500,NaN,NaN,2.75885541949825,0.0773925456270036
