t,Reelin_input,ApoER2_re_Dab1_Obs,ApoER2_Dab1_released_Obs,Compound_1_Obs,Compound_2_Obs
9,0,7.22818211629591e-07,0.0209988414213124,0.923257631581828,0.0174936518330559
9,0.00012207,2.57280873888736e-06,0.0170453056312404,1.05707500721436,0.0174359213707365
9,0.00024414,5.98365913703364e-06,0.0159114095440097,0.744507012843011,0.0126148715309373
9,0.00048828,1.01318158209587e-05,0.0210920880985697,0.861376237481741,0.0153646945737198
9,0.00097656,2.09548038879471e-05,0.0235879384621781,1.03382734229987,0.0155917154883885
9,0.0019531,1.68947441891262e-05,0.0250857291796054,0.828952749252133,0.0249698089481937
9,0.0039062,2.21959768009666e-05,0.0875665713490272,0.792095023855942,0.0405241736189887
9,0.0078125,2.2976693569378e-05,0.0970217494756259,1.18465671823626,0.122450507370467
9,0.015625,2.1535794798688e-05,0.0831954999277192,1.05153805743496,0.0881360111540289
9,0.03125,4.48887716450554e-05,0.160520821410081,0.893496210068605,0.155930969587263
9,0.125,0.000202799734901101,0.218858990305061,0.707378978332068,0.222976567562152
9,0.25,0.000352371993569394,0.174969188409197,0.885621765173073,0.166295177940984
9,0.5,0.000686640326415246,0.180947381688381,0.619837146210062,0.265306854197206
9,1,0.00113674293273318,0.147395928912177,0.534233840786974,0.203749087644978
